Datetime,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,CO(GT)_scaled,NO2(GT)_scaled,NOx(GT)_scaled,C6H6(GT)_scaled,pollution_score,hour,hour_weight,contextual_pollution_score,multi_pollutant_exposure,risk_level,exposure_trend,rising_exposure,high_exposure_flag,persistent_high_exposure,dominant_pollutant,alert,recommendation
2004-03-19 18:00:00,4.1,1442.0,488.37864077669906,20.2,1301.0,231.0,704.0,146.0,1952.0,1372.0,15.8,50.3,0.8989,0.3389830508474576,0.4260355029585799,0.15504400812457686,0.3160377358490566,0.3101723401948378,18,1.4,0.4342412762727729,2.0075221653801245,Very High,0.19727111200587055,True,True,True,NO2,CRITICAL: Persistent exposure and current pollution spike,"Critical risk mainly caused by NO2. Avoid outdoor activity, close windows, and activate air purification."
2004-03-19 19:00:00,4.5,1469.0,487.84466019417476,21.7,1344.0,251.0,677.0,144.0,1997.0,1471.0,15.5,50.6,0.884,0.3728813559322034,0.4201183431952663,0.16858496953283683,0.33962264150943394,0.32696476326357354,19,1.4,0.4577506685690029,2.2255362907387712,Very High,0.21801412535864673,True,True,True,NO2,CRITICAL: Persistent exposure and current pollution spike,"Critical risk mainly caused by NO2. Avoid outdoor activity, close windows, and activate air purification."
2004-03-19 20:00:00,3.9,1467.0,487.31067961165047,19.8,1292.0,210.0,698.0,138.0,1942.0,1439.0,15.4,51.4,0.8956,0.3220338983050847,0.40236686390532544,0.14082599864590387,0.30974842767295596,0.29435807066392394,20,1.4,0.4121012989294935,2.3725322630879138,Very High,0.14699597234914252,True,True,True,NO2,CRITICAL: Persistent exposure and current pollution spike,"Critical risk mainly caused by NO2. Avoid outdoor activity, close windows, and activate air purification."
2004-03-19 21:00:00,4.0,1421.0,486.77669902912623,16.7,1202.0,249.0,748.0,143.0,1854.0,1429.0,15.2,53.1,0.9117,0.3305084745762712,0.4171597633136095,0.16723087339201084,0.2610062893081761,0.29745145941092166,21,1.4,0.4164320431752903,2.5062132813895235,Very High,0.13368101830160972,True,True,True,NO2,CRITICAL: Persistent exposure and current pollution spike,"Critical risk mainly caused by NO2. Avoid outdoor activity, close windows, and activate air purification."
2004-03-19 22:00:00,2.2,1175.0,486.24271844660194,9.1,945.0,143.0,904.0,116.0,1604.0,1081.0,14.7,57.6,0.9573,0.17796610169491525,0.33727810650887574,0.09546377792823289,0.14150943396226415,0.18987718841020457,22,1.0,0.18987718841020457,2.3871898644694136,Very High,-0.11902341692010987,False,True,True,NO2,HIGH: Persistent accumulated exposure,Persistent high exposure mainly caused by NO2. Reduce exposure and avoid unnecessary outdoor movement.
2004-03-19 23:00:00,2.1,1215.0,485.70873786407765,8.3,912.0,127.0,948.0,109.0,1547.0,993.0,14.2,58.3,0.938,0.1694915254237288,0.3165680473372781,0.08463100880162491,0.1289308176100629,0.17693338518385696,23,1.0,0.17693338518385696,2.087335860540621,Very High,-0.2998540039287927,False,True,True,NO2,HIGH: Persistent accumulated exposure,Persistent high exposure mainly caused by NO2. Reduce exposure and avoid unnecessary outdoor movement.
2004-03-20 00:00:00,1.7,1127.0,485.1747572815534,5.8,802.0,104.0,1064.0,92.0,1447.0,837.0,13.8,57.9,0.9085,0.13559322033898302,0.26627218934911245,0.06905890318212593,0.08962264150943396,0.1424352675363913,0,0.8,0.11394821402911304,1.7670427982969612,Very High,-0.3202930622436597,False,True,True,NO2,HIGH: Persistent accumulated exposure,Persistent high exposure mainly caused by NO2. Reduce exposure and avoid unnecessary outdoor movement.
2004-03-20 01:00:00,1.6,1090.0,484.6407766990291,5.2,773.0,86.0,1105.0,83.0,1429.0,761.0,13.9,55.9,0.8842,0.1271186440677966,0.23964497041420119,0.05687203791469194,0.08018867924528303,0.12830258115161886,1,0.8,0.10264206492129509,1.4119341946492532,High,-0.355108603647708,False,False,True,NO2,HIGH: Persistent accumulated exposure,Persistent high exposure mainly caused by NO2. Reduce exposure and avoid unnecessary outdoor movement.
2004-03-20 02:00:00,1.3,1017.0,484.1067961165049,4.1,718.0,74.0,1182.0,81.0,1382.0,650.0,13.9,55.6,0.8765,0.10169491525423728,0.23372781065088757,0.04874746106973595,0.06289308176100629,0.11370590885862832,2,0.8,0.09096472708690266,1.0907976228066625,High,-0.3211365718425907,False,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-03-20 03:00:00,1.3,997.0,483.5728155339806,3.4,677.0,59.0,1252.0,68.0,1359.0,591.0,13.8,55.1,0.8666,0.10169491525423728,0.1952662721893491,0.03859174001354096,0.051886792452830184,0.09935033611755972,3,0.8,0.07948026889404779,0.7538458485254198,Moderate,-0.3369517742812427,False,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-03-20 04:00:00,1.05,945.0,483.0388349514563,2.9,646.0,44.0,1308.0,55.0,1332.0,505.0,13.8,54.6,0.8574,0.08050847457627118,0.15680473372781065,0.02843601895734597,0.0440251572327044,0.0792677619907114,4,0.8,0.06341420959256912,0.6273828697077845,Low,-0.12646297881763535,False,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-03-20 05:00:00,0.8,956.0,482.50485436893206,3.1,661.0,42.0,1260.0,53.0,1351.0,518.0,13.6,55.1,0.856,0.059322033898305086,0.15088757396449703,0.02708192281651997,0.04716981132075472,0.07172294662889672,5,0.8,0.05737835730311738,0.5078278418270449,Low,-0.11955502788073957,False,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-03-20 06:00:00,0.8,966.0,481.97087378640776,2.5,622.0,63.0,1317.0,67.0,1342.0,571.0,13.6,59.0,0.9129,0.059322033898305086,0.1923076923076923,0.04129993229519296,0.03773584905660377,0.08374568613153359,6,1.0,0.08374568613153359,0.47762531392946544,Low,-0.030202527897579434,False,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-03-20 07:00:00,1.1,1064.0,481.43689320388347,4.3,728.0,115.0,1161.0,91.0,1461.0,842.0,13.5,58.4,0.896,0.0847457627118644,0.26331360946745563,0.07650643195666891,0.0660377358490566,0.12358628633940177,7,1.3,0.1606621722412223,0.5356454212493926,Low,0.05802010731992718,True,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-03-20 08:00:00,2.1,1300.0,480.90291262135923,8.9,935.0,170.0,902.0,113.0,1623.0,1145.0,13.8,58.0,0.9083,0.1694915254237288,0.32840236686390534,0.11374407582938388,0.13836477987421383,0.1890570242752837,8,1.3,0.2457741315578688,0.6904548257203589,Moderate,0.15480940447096625,True,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-03-20 09:00:00,2.4,1348.0,480.36893203883494,10.5,998.0,147.0,834.0,102.0,1689.0,1218.0,14.6,53.1,0.8765,0.19491525423728812,0.2958579881656805,0.0981719702098849,0.16352201257861634,0.18968646838080105,9,1.3,0.2465924088950414,0.8575669657213524,Moderate,0.1671121400009935,True,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-03-20 10:00:00,2.6,1425.0,479.8349514563107,12.5,1068.0,166.0,776.0,107.0,1764.0,1341.0,15.0,52.3,0.8881,0.211864406779661,0.31065088757396453,0.11103588354773188,0.1949685534591195,0.20797472550614632,10,1.3,0.2703671431579902,1.0645198992867735,Moderate,0.2069529335654211,True,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-03-20 11:00:00,2.8,1474.0,479.3009708737864,12.3,1061.0,195.0,768.0,113.0,1768.0,1406.0,15.4,52.1,0.9046,0.22881355932203387,0.32840236686390534,0.13067027758970887,0.1918238993710692,0.22177700878422751,11,1.0,0.22177700878422751,1.2289185507678835,High,0.16439865148111,True,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-03-20 12:00:00,2.6,1490.0,478.7669902912621,11.7,1039.0,182.0,782.0,108.0,1757.0,1422.0,16.3,50.0,0.9158,0.211864406779661,0.3136094674556213,0.12186865267433987,0.18238993710691823,0.20890683948777225,12,1.0,0.20890683948777225,1.3540797041241222,High,0.12516115335623867,True,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-03-20 13:00:00,2.6,1495.0,478.2330097087379,11.7,1040.0,168.0,809.0,105.0,1735.0,1373.0,17.1,47.9,0.9281,0.211864406779661,0.3047337278106509,0.11238997968855788,0.18238993710691823,0.20431823633008414,13,1.0,0.20431823633008414,1.397735768212984,High,0.04365606408886191,True,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-03-20 14:00:00,2.1,1376.0,477.6990291262136,9.3,953.0,125.0,900.0,93.0,1636.0,1153.0,19.0,42.9,0.937,0.1694915254237288,0.2692307692307693,0.08327691266079891,0.1446540880503145,0.16790519571007362,14,1.0,0.16790519571007362,1.319866832365189,High,-0.07786893584779508,False,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-03-20 15:00:00,1.7,1305.0,477.1650485436893,7.6,884.0,95.0,980.0,87.0,1573.0,927.0,19.5,42.3,0.9476,0.13559322033898302,0.2514792899408284,0.06296547054840892,0.11792452830188678,0.1428740618843816,15,1.0,0.1428740618843816,1.216148485354529,High,-0.10371834701065996,False,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-03-20 16:00:00,1.6,1283.0,476.63106796116506,6.7,844.0,79.0,1036.0,76.0,1539.0,766.0,19.5,42.3,0.9493,0.1271186440677966,0.21893491124260353,0.05213270142180095,0.10377358490566038,0.12665721336757216,16,1.0,0.12665721336757216,1.0724385555641112,High,-0.14370992979041786,False,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-03-20 17:00:00,2.1,1392.0,476.09708737864077,9.7,967.0,119.0,930.0,94.0,1649.0,941.0,19.1,43.8,0.9556,0.1694915254237288,0.27218934911242604,0.07921462423832092,0.1509433962264151,0.1688871302100884,17,1.4,0.23644198229412372,1.0871035290740072,High,0.01466497350989604,True,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-03-20 18:00:00,2.3,1452.0,475.56310679611653,12.4,1063.0,142.0,856.0,110.0,1774.0,1146.0,18.5,46.3,0.9744,0.18644067796610167,0.31952662721893493,0.0947867298578199,0.19339622641509435,0.19818978794203806,18,1.4,0.27746570311885327,1.1556623927050882,High,0.06855886363108099,True,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-03-20 19:00:00,3.5,1633.0,475.02912621359224,16.6,1199.0,215.0,734.0,136.0,1919.0,1417.0,17.4,51.6,1.0159,0.288135593220339,0.39644970414201186,0.14421123899796887,0.25943396226415094,0.27349270620392707,19,1.4,0.3828897886854979,1.334233945060502,High,0.1785715523554139,True,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-03-20 20:00:00,3.9,1625.0,474.49514563106794,16.4,1191.0,229.0,733.0,139.0,1885.0,1442.0,17.1,51.3,0.9914,0.3220338983050847,0.40532544378698226,0.15368991198375084,0.2562893081761006,0.2876218700694288,20,1.4,0.4026706180972003,1.5689993674476286,Very High,0.2347654223871265,True,True,False,NO2,HIGH: Exposure is increasing,"Exposure is rising, mainly caused by NO2. Monitor conditions closely and limit prolonged exposure."
2004-03-20 21:00:00,3.3,1535.0,473.9611650485437,13.7,1108.0,206.0,785.0,125.0,1820.0,1323.0,16.4,53.8,0.9964,0.2711864406779661,0.363905325443787,0.13811780636425186,0.21383647798742136,0.2496290107528838,21,1.4,0.34948061505403727,1.7756059206172843,Very High,0.2066065531696557,True,True,True,NO2,HIGH: Persistent accumulated exposure,Persistent high exposure mainly caused by NO2. Reduce exposure and avoid unnecessary outdoor movement.
2004-03-20 22:00:00,2.3,1323.0,473.4271844660194,9.9,973.0,147.0,864.0,111.0,1712.0,1125.0,16.2,55.4,1.0132,0.18644067796610167,0.32248520710059175,0.0981719702098849,0.1540880503144654,0.19191410778034274,22,1.0,0.19191410778034274,1.840862815030055,Very High,0.06525689441277072,True,True,True,NO2,HIGH: Persistent accumulated exposure,Persistent high exposure mainly caused by NO2. Reduce exposure and avoid unnecessary outdoor movement.
2004-03-20 23:00:00,2.1,1309.0,472.8932038834952,8.9,937.0,122.0,905.0,97.0,1672.0,1036.0,15.9,57.7,1.0356,0.1694915254237288,0.28106508875739644,0.08124576844955991,0.13836477987421383,0.1690981279037005,23,1.0,0.1690981279037005,1.7735189606396318,Very High,-0.06734385439042323,False,True,True,NO2,HIGH: Persistent accumulated exposure,Persistent high exposure mainly caused by NO2. Reduce exposure and avoid unnecessary outdoor movement.
2004-03-21 00:00:00,2.8,1456.0,472.3592233009709,10.6,999.0,175.0,835.0,107.0,1714.0,1202.0,15.7,58.6,1.0396,0.22881355932203387,0.31065088757396453,0.11712931618144888,0.1650943396226415,0.2086079866599918,0,0.8,0.16688638932799346,1.662939646848772,Very High,-0.11057931379085972,False,True,True,NO2,HIGH: Persistent accumulated exposure,Persistent high exposure mainly caused by NO2. Reduce exposure and avoid unnecessary outdoor movement.
2004-03-21 01:00:00,2.1,1300.0,471.8252427184466,7.4,872.0,133.0,941.0,90.0,1577.0,1054.0,15.1,60.9,1.0398,0.1694915254237288,0.2603550295857988,0.08869329722410291,0.11477987421383648,0.16106551417236137,1,0.8,0.1288524113378891,1.4089022695011633,High,-0.2540373773476088,False,False,True,NO2,HIGH: Persistent accumulated exposure,Persistent high exposure mainly caused by NO2. Reduce exposure and avoid unnecessary outdoor movement.
2004-03-21 02:00:00,1.6,1203.0,471.29126213592235,6.2,823.0,89.0,1004.0,84.0,1526.0,903.0,15.6,56.6,0.9951,0.1271186440677966,0.24260355029585798,0.058903182125930945,0.0959119496855346,0.1326946662628931,2,0.8,0.1061557330103145,1.1123873844142773,High,-0.29651488508688595,False,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-03-21 03:00:00,1.6,1195.0,470.75728155339806,6.5,836.0,87.0,987.0,85.5,1554.0,885.0,15.2,57.9,0.9941,0.1271186440677966,0.2470414201183432,0.05754908598510494,0.10062893081761007,0.13440900590972304,3,0.8,0.10752720472777844,0.8704339740880185,Moderate,-0.24195341032625883,False,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-03-21 04:00:00,1.35,1117.0,470.22330097087377,5.8,802.0,85.0,1029.0,87.0,1539.0,818.0,15.4,57.8,1.0021,0.1059322033898305,0.2514792899408284,0.056194989844278946,0.08962264150943396,0.1266227592651128,4,0.8,0.10129820741209024,0.779818073719766,Moderate,-0.09061590036825251,False,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-03-21 05:00:00,1.1,1062.0,469.68932038834953,4.0,711.0,55.0,1136.0,66.0,1461.0,700.0,14.9,60.6,1.0196,0.0847457627118644,0.1893491124260355,0.03588354773188897,0.06132075471698113,0.09399604479643665,5,0.8,0.07519683583714933,0.6859167816532148,Low,-0.09390129206655118,False,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-03-21 06:00:00,0.7,947.0,469.15533980582524,2.1,594.0,24.0,1300.0,36.0,1390.0,580.0,14.5,63.0,1.0316,0.05084745762711864,0.10059171597633136,0.014895057549085985,0.031446540880503145,0.05041523884559056,6,1.0,0.05041523884559056,0.5694456311708119,Low,-0.11647115048240286,False,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-03-21 07:00:00,0.8,1065.0,468.62135922330094,3.6,687.0,72.0,1143.0,62.0,1492.0,815.0,14.2,66.2,1.063,0.059322033898305086,0.17751479289940827,0.047393364928909956,0.055031446540880505,0.08502993893474718,7,1.3,0.11053892061517134,0.5511321404480941,Low,-0.018313490722717818,False,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-03-21 08:00:00,1.2,1155.0,468.0873786407767,4.4,734.0,122.0,1062.0,91.0,1528.0,1035.0,14.5,65.3,1.0704,0.09322033898305083,0.26331360946745563,0.08124576844955991,0.06761006289308177,0.1276279587527855,8,1.3,0.16591634637862113,0.6108927538164008,Low,0.059760613368306736,True,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-03-21 09:00:00,1.4,1220.0,467.5533980582524,5.4,782.0,111.0,996.0,89.0,1560.0,1067.0,15.3,62.1,1.073,0.11016949152542371,0.25739644970414205,0.07379823967501692,0.08333333333333334,0.13251618646908353,9,1.3,0.1722710424098086,0.675636591498431,Low,0.06474383768203018,True,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-03-21 10:00:00,1.7,1301.0,467.0194174757282,7.1,862.0,123.0,914.0,93.0,1633.0,1114.0,16.3,59.0,1.0868,0.13559322033898302,0.2692307692307693,0.08192281651997291,0.110062893081761,0.15047894115573265,10,1.3,0.19562262350245246,0.7699610075887932,Moderate,0.09432441609036213,True,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-03-21 11:00:00,1.8,1279.0,466.4854368932039,7.3,870.0,106.0,911.0,81.0,1646.0,1000.0,18.9,49.6,1.07,0.1440677966101695,0.23372781065088757,0.07041299932295192,0.11320754716981132,0.141897050910473,11,1.0,0.141897050910473,0.8366612226621168,Moderate,0.06670021507332369,True,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-03-21 12:00:00,1.8,1267.0,465.9514563106796,7.6,883.0,103.0,953.0,82.0,1617.0,906.0,19.4,46.1,1.0249,0.1440677966101695,0.23668639053254437,0.06838185511171292,0.11792452830188678,0.14307230605449253,12,1.0,0.14307230605449253,0.9293182898710188,Moderate,0.09265706720890199,True,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-03-21 13:00:00,1.9,1239.0,465.41747572815535,6.8,848.0,102.0,981.0,80.0,1568.0,822.0,20.8,41.6,1.0091,0.15254237288135591,0.23076923076923075,0.06770480704129993,0.10534591194968553,0.14145040370697656,13,1.0,0.14145040370697656,0.9602297729628241,Moderate,0.030911483091805247,True,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-03-21 14:00:00,1.3,1128.0,464.88349514563106,4.6,742.0,48.0,1144.0,48.0,1507.0,610.0,21.4,40.3,1.0126,0.10169491525423728,0.13609467455621302,0.03114421123899797,0.07075471698113207,0.08646913942130034,14,1.0,0.08646913942130034,0.8807825660055033,Moderate,-0.07944720695732077,False,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-03-21 15:00:00,1.6,1243.0,464.3495145631068,8.4,916.0,63.0,962.0,61.0,1669.0,657.0,21.2,39.3,0.9791,0.1271186440677966,0.17455621301775148,0.04129993229519296,0.13050314465408805,0.1182002584793927,15,1.0,0.1182002584793927,0.8267117820750873,Moderate,-0.05407078393041598,False,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-03-21 16:00:00,1.9,1208.0,463.81553398058253,6.9,853.0,98.0,1060.0,89.0,1506.0,647.0,20.3,38.0,0.8942,0.15254237288135591,0.25739644970414205,0.06499661475964792,0.1069182389937107,0.1477446257790964,16,1.0,0.1477446257790964,0.7788337843517313,Moderate,-0.04787799772335599,False,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-03-21 17:00:00,2.3,1306.0,463.28155339805824,9.0,938.0,132.0,961.0,105.0,1607.0,762.0,19.4,41.3,0.9206,0.18644067796610167,0.3047337278106509,0.0880162491536899,0.139937106918239,0.18210711901456347,17,1.4,0.2549499666203888,0.8918867000616472,Moderate,0.11305291570991582,True,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-03-21 18:00:00,3.8,1546.0,462.747572815534,15.1,1151.0,173.0,769.0,116.0,1874.0,1122.0,18.5,43.8,0.9252,0.3135593220338983,0.33727810650887574,0.11577522004062288,0.2358490566037736,0.2545009395682989,18,1.4,0.35630131539561843,1.105115709402773,High,0.21322900934112587,True,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-03-21 19:00:00,3.5,1501.0,462.2135922330097,12.6,1071.0,185.0,823.0,119.0,1744.0,1130.0,17.8,48.1,0.9689,0.288135593220339,0.34615384615384615,0.12389979688557888,0.19654088050314464,0.24326226482658686,19,1.4,0.3405671707572216,1.3042324764530182,High,0.19911676705024517,True,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-03-21 20:00:00,4.3,1605.0,461.6796116504854,15.1,1153.0,266.0,769.0,144.0,1840.0,1637.0,17.9,46.9,0.952,0.3559322033898305,0.4201183431952663,0.17874069058903183,0.2358490566037736,0.3036642307837784,20,1.4,0.42512992309728975,1.6428932601290074,Very High,0.3386607836759892,True,True,False,NO2,HIGH: Exposure is increasing,"Exposure is rising, mainly caused by NO2. Monitor conditions closely and limit prolonged exposure."
2004-03-21 21:00:00,2.8,1316.0,461.1456310679612,9.9,974.0,188.0,883.0,123.0,1673.0,1272.0,17.4,49.1,0.9688,0.22881355932203387,0.35798816568047337,0.12593094109681788,0.1540880503144654,0.22044145455382605,21,1.4,0.30861803637535645,1.8333110380249713,Very High,0.19041777789596392,True,True,True,NO2,HIGH: Persistent accumulated exposure,Persistent high exposure mainly caused by NO2. Reduce exposure and avoid unnecessary outdoor movement.
2004-03-21 22:00:00,1.9,1195.0,460.6116504854369,8.0,898.0,122.0,933.0,105.0,1594.0,1098.0,17.0,51.7,0.9914,0.15254237288135591,0.3047337278106509,0.08124576844955991,0.12421383647798742,0.16710035322505695,22,1.0,0.16710035322505695,1.8526667654709317,Very High,0.01935572744596037,True,True,True,NO2,HIGH: Persistent accumulated exposure,Persistent high exposure mainly caused by NO2. Reduce exposure and avoid unnecessary outdoor movement.
2004-03-21 23:00:00,1.9,1211.0,460.07766990291265,7.9,896.0,112.0,920.0,93.0,1624.0,1066.0,16.4,55.1,1.0198,0.15254237288135591,0.2692307692307693,0.07447528774542991,0.12264150943396226,0.15621752799524902,23,1.0,0.15621752799524902,1.7539343268457919,Very High,-0.0987324386251398,False,True,True,NO2,HIGH: Persistent accumulated exposure,Persistent high exposure mainly caused by NO2. Reduce exposure and avoid unnecessary outdoor movement.
2004-03-22 00:00:00,1.7,1161.0,459.54368932038835,6.1,815.0,93.0,995.0,86.0,1582.0,909.0,16.1,60.0,1.0919,0.13559322033898302,0.24852071005917156,0.06161137440758294,0.09433962264150943,0.13707891174668543,0,0.8,0.10966312939734835,1.5072961408475218,High,-0.24663818599827003,False,False,True,NO2,HIGH: Persistent accumulated exposure,Persistent high exposure mainly caused by NO2. Reduce exposure and avoid unnecessary outdoor movement.
2004-03-22 01:00:00,1.5,1095.0,459.00970873786406,5.1,767.0,74.0,1050.0,76.0,1547.0,818.0,15.8,60.5,1.0805,0.11864406779661016,0.21893491124260353,0.04874746106973595,0.07861635220125786,0.11823708385731949,1,0.8,0.09458966708585559,1.2613186371761558,High,-0.24597750367136606,False,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-03-22 02:00:00,0.6,897.0,458.4757281553398,1.7,563.0,23.0,1417.0,33.0,1355.0,472.0,16.3,57.0,1.0491,0.0423728813559322,0.09171597633136094,0.014218009478672985,0.025157232704402514,0.04422680740016865,2,0.8,0.03538144592013492,0.8715701599990011,Moderate,-0.38974847717715466,False,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-03-22 03:00:00,0.4,842.0,457.94174757281553,0.7,468.0,20.0,1813.0,30.0,1274.0,394.0,16.9,53.9,1.0309,0.025423728813559324,0.08284023668639053,0.012186865267433986,0.009433962264150943,0.03327068658535411,3,0.8,0.02661654926828329,0.5895686728919278,Low,-0.2820014871070733,False,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-03-22 04:00:00,0.35,854.0,457.4077669902913,0.8,481.0,17.0,1756.0,27.0,1304.0,396.0,16.1,55.9,1.0153,0.0211864406779661,0.07396449704142011,0.010155721056194989,0.011006289308176102,0.029587244589428824,4,0.8,0.02366979567154306,0.446138115338414,Low,-0.1434305575535138,False,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-03-22 05:00:00,0.3,845.0,456.873786407767,0.7,472.0,15.0,1786.0,23.0,1278.0,378.0,16.5,53.9,1.0049,0.016949152542372878,0.0621301775147929,0.00880162491536899,0.009433962264150943,0.024704488823082522,5,0.8,0.01976359105846602,0.309684178401631,Low,-0.13645393693678304,False,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-03-22 06:00:00,0.6,942.0,456.3398058252427,2.0,586.0,41.0,1480.0,46.0,1373.0,432.0,16.4,54.0,0.9979,0.0423728813559322,0.1301775147928994,0.026404874746106973,0.029874213836477988,0.057832304558826854,6,1.0,0.057832304558826854,0.2578533535631095,Low,-0.05183082483852147,False,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-03-22 07:00:00,1.2,1090.0,455.80582524271847,5.1,768.0,86.0,1072.0,76.0,1538.0,699.0,15.7,57.6,1.0195,0.09322033898305083,0.21893491124260353,0.05687203791469194,0.07861635220125786,0.11264110942449068,7,1.3,0.14643344225183788,0.30969712872909183,Low,0.05184377516598232,True,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-03-22 08:00:00,3.6,1514.0,455.2718446601942,17.7,1230.0,226.0,732.0,116.0,1996.0,1252.0,15.8,53.7,0.9571,0.29661016949152547,0.33727810650887574,0.15165876777251186,0.27672955974842767,0.2665631813674901,8,1.3,0.3465321357777371,0.620847818586694,Low,0.3111506898576022,True,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-03-22 09:00:00,3.7,1379.0,454.7378640776699,18.4,1252.0,214.0,711.0,115.0,1962.0,1237.0,17.4,42.1,0.8281,0.3050847457627119,0.334319526627219,0.14353419092755587,0.28773584905660377,0.268536022928828,9,1.3,0.3490968298074764,0.9433280991258872,Moderate,0.3224802805391932,True,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-03-22 10:00:00,1.8,1074.0,454.20388349514565,6.9,854.0,115.0,1032.0,83.0,1484.0,772.0,17.9,38.4,0.7793,0.1440677966101695,0.23964497041420119,0.07650643195666891,0.1069182389937107,0.1436418373745105,10,1.3,0.18673438858686367,1.1063926920412077,High,0.1630645929153205,True,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-03-22 11:00:00,1.6,1090.0,453.66990291262135,7.3,868.0,124.0,1026.0,87.0,1509.0,766.0,18.5,36.7,0.7764,0.1271186440677966,0.2514792899408284,0.08259986459038592,0.11320754716981132,0.14429689128710482,11,1.0,0.14429689128710482,1.2309259922698466,High,0.12453330022863884,True,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-03-22 12:00:00,1.9,1110.0,453.13592233009706,9.6,964.0,122.0,947.0,90.0,1577.0,829.0,21.0,29.6,0.7263,0.15254237288135591,0.2603550295857988,0.08124576844955991,0.14937106918238993,0.16103712520972444,12,1.0,0.16103712520972444,1.334130812920744,High,0.10320482065089753,True,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-03-22 13:00:00,2.0,1102.0,452.6019417475728,10.4,994.0,107.0,955.0,87.0,1599.0,783.0,21.3,28.1,0.7067,0.16101694915254236,0.2514792899408284,0.07109004739336493,0.16194968553459121,0.1613373561862293,13,1.0,0.1613373561862293,1.3490347268551357,High,0.01490391393439161,True,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-03-22 14:00:00,2.2,1100.0,452.06796116504853,11.2,1021.0,133.0,952.0,99.0,1607.0,822.0,21.3,26.1,0.6539,0.17796610169491525,0.2869822485207101,0.08869329722410291,0.17452830188679244,0.1822143773220363,14,1.0,0.1822143773220363,1.1847169683994345,High,-0.16431775845570118,False,False,False,NO2,NORMAL,Air quality exposure is acceptable.
2004-03-22 15:00:00,2.1,1094.0,451.5339805825243,10.7,1003.0,130.0,965.0,99.0,1574.0,813.0,21.3,26.8,0.6681,0.1694915254237288,0.2869822485207101,0.08666215301286391,0.16666666666666666,0.17759189134384548,15,1.0,0.17759189134384548,1.0132120299358038,Moderate,-0.17150493846363069,False,False,False,NO2,NORMAL,Air quality exposure is acceptable.
